date,temperature,humidity,luminosity
2023-12-07 16:40:57.007,21.2,34.7,137
2023-12-07 16:40:55.999,21.2,34.7,137
2023-12-07 16:40:54.995,21.2,34.7,136
2023-12-07 16:40:53.992,21.3,34.8,136
2023-12-07 16:40:52.988,21.3,34.8,134
2023-12-07 16:40:51.981,21.2,34.8,135
2023-12-07 16:40:50.981,21.2,34.8,136
2023-12-07 16:40:49.973,21.2,34.8,138
2023-12-07 16:40:48.973,21.2,34.8,154
2023-12-07 16:40:47.966,21.2,34.8,155
2023-12-07 16:40:46.966,21.2,34.8,156
2023-12-07 16:40:45.959,21.2,34.8,157
2023-12-07 16:40:44.955,21.2,34.8,158
2023-12-07 16:40:43.947,21.3,34.8,159
2023-12-07 16:40:42.948,21.3,34.8,156
2023-12-07 16:40:41.940,21.3,34.8,154
2023-12-07 16:40:40.941,21.3,34.8,159
2023-12-07 16:40:39.933,21.3,34.8,159
2023-12-07 16:40:38.933,21.3,34.8,157
2023-12-07 16:40:37.926,21.3,34.8,157
2023-12-07 16:40:36.922,21.3,34.8,157
2023-12-07 16:40:35.915,21.3,34.7,157
2023-12-07 16:40:34.915,21.3,34.7,156
2023-12-07 16:40:33.907,21.2,34.7,157
2023-12-07 16:40:32.908,21.2,34.7,156
2023-12-07 16:40:31.900,21.3,34.7,157
2023-12-07 16:40:30.900,21.3,34.7,157
2023-12-07 16:40:29.893,21.3,34.7,156
2023-12-07 16:40:28.889,21.3,34.7,146
2023-12-07 16:40:27.886,21.3,34.7,149
2023-12-07 16:40:26.882,21.3,34.7,144
2023-12-07 16:40:25.874,21.3,34.7,133
2023-12-07 16:40:24.875,21.3,34.7,133
2023-12-07 16:40:23.867,21.3,34.7,123
2023-12-07 16:40:22.867,21.3,34.7,123
2023-12-07 16:40:21.860,21.3,34.6,123
2023-12-07 16:40:20.856,21.3,34.6,123
2023-12-07 16:40:19.853,21.3,34.6,128
2023-12-07 16:40:18.849,21.3,34.6,128
2023-12-07 16:40:17.841,21.3,34.6,132
2023-12-07 16:40:16.841,21.3,34.6,123
2023-12-07 16:40:15.833,21.3,34.6,123
2023-12-07 16:40:14.834,21.3,34.6,123
2023-12-07 16:40:13.826,21.3,34.6,123
2023-12-07 16:40:12.822,21.3,34.6,123
2023-12-07 16:40:11.819,21.3,34.6,123
2023-12-07 16:40:10.815,21.3,34.6,123
2023-12-07 16:40:09.807,21.3,34.6,123
2023-12-07 16:40:08.808,21.3,34.6,123
2023-12-07 16:40:07.800,21.3,34.6,123
2023-12-07 16:40:06.800,21.3,34.6,123
2023-12-07 16:40:05.793,21.3,34.6,122
2023-12-07 16:40:04.793,21.3,34.6,121
2023-12-07 16:40:03.786,21.3,34.6,122
2023-12-07 16:40:02.782,21.3,34.6,133
2023-12-07 16:40:01.774,21.3,34.6,152
2023-12-07 16:40:00.775,21.3,34.6,161
2023-12-07 16:39:59.767,21.3,34.6,138
2023-12-07 16:39:58.768,21.3,34.6,149
2023-12-07 16:39:57.760,21.3,34.6,148
2023-12-07 16:39:56.761,21.3,34.6,148
2023-12-07 16:39:55.753,21.3,34.6,147
2023-12-07 16:39:54.749,21.3,34.6,147
2023-12-07 16:39:53.745,21.3,34.6,148
2023-12-07 16:39:52.742,21.3,34.6,149
2023-12-07 16:39:51.734,21.3,34.6,148
2023-12-07 16:39:50.734,21.3,34.6,149
2023-12-07 16:39:49.727,21.3,34.6,149
2023-12-07 16:39:48.727,21.3,34.6,150
2023-12-07 16:39:47.719,21.3,34.6,149
2023-12-07 16:39:46.720,21.3,34.6,147
2023-12-07 16:39:45.713,21.3,34.6,147
2023-12-07 16:39:44.709,21.3,34.6,146
2023-12-07 16:39:43.701,21.3,34.6,146
2023-12-07 16:39:42.702,21.3,34.6,148
2023-12-07 16:39:41.694,21.3,34.6,149
2023-12-07 16:39:40.694,21.3,34.6,147
2023-12-07 16:39:39.687,21.3,34.6,146
2023-12-07 16:39:38.687,21.3,34.6,146
2023-12-07 16:39:37.680,21.3,34.6,145
2023-12-07 16:39:36.676,21.3,34.6,145
2023-12-07 16:39:35.672,21.3,34.6,147
2023-12-07 16:39:34.669,21.3,34.6,145
2023-12-07 16:39:33.661,21.3,34.7,145
2023-12-07 16:39:32.662,21.3,34.7,145
2023-12-07 16:39:31.654,21.3,34.7,147
2023-12-07 16:39:30.655,21.3,34.7,146
2023-12-07 16:39:29.646,21.3,34.7,146
2023-12-07 16:39:28.643,21.3,34.7,146
2023-12-07 16:39:27.639,21.3,34.7,146
2023-12-07 16:39:26.636,21.3,34.7,145
2023-12-07 16:39:25.628,21.3,34.7,148
2023-12-07 16:39:24.629,21.3,34.7,152
2023-12-07 16:39:23.621,21.3,34.7,149
2023-12-07 16:39:22.621,21.3,34.7,146
2023-12-07 16:39:21.614,21.3,34.7,146
2023-12-07 16:39:20.610,21.3,34.7,147
2023-12-07 16:39:19.606,21.3,34.7,150
2023-12-07 16:39:18.603,21.3,34.7,148
2023-12-07 16:39:17.595,21.3,34.7,146
2023-12-07 16:39:16.595,21.3,34.7,149
2023-12-07 16:39:15.587,21.3,34.6,157
2023-12-07 16:39:14.587,21.3,34.6,156
2023-12-07 16:39:13.579,21.3,34.6,155
2023-12-07 16:39:12.576,21.3,34.6,152
2023-12-07 16:39:11.572,21.3,34.6,152
2023-12-07 16:39:10.569,21.3,34.6,150
2023-12-07 16:39:09.562,21.3,34.6,149
2023-12-07 16:39:08.562,21.3,34.6,152
2023-12-07 16:39:07.554,21.3,34.6,154
2023-12-07 16:39:06.555,21.3,34.6,152
2023-12-07 16:39:05.547,21.3,34.7,152
2023-12-07 16:39:04.548,21.3,34.7,153
2023-12-07 16:39:03.540,21.3,34.7,152
2023-12-07 16:39:02.536,21.3,34.7,152
2023-12-07 16:39:01.529,21.3,34.7,152
2023-12-07 16:39:00.529,21.3,34.7,152
2023-12-07 16:38:59.521,21.3,34.7,152
2023-12-07 16:38:58.522,21.3,34.7,150
2023-12-07 16:38:57.514,21.3,34.7,152
2023-12-07 16:38:56.515,21.3,34.7,151
2023-12-07 16:38:55.507,21.3,34.7,147
2023-12-07 16:38:54.503,21.3,34.7,143
2023-12-07 16:38:53.496,21.3,34.7,142
2023-12-07 16:38:52.496,21.3,34.7,143
2023-12-07 16:38:51.488,21.3,34.7,142
2023-12-07 16:38:50.489,21.3,34.7,141
2023-12-07 16:38:49.481,21.3,34.7,142
2023-12-07 16:38:48.482,21.3,34.7,142
2023-12-07 16:38:47.474,21.3,34.6,141
2023-12-07 16:38:46.470,21.3,34.6,141
2023-12-07 16:38:45.463,21.3,34.6,141
2023-12-07 16:38:44.463,21.3,34.6,140
2023-12-07 16:38:43.455,21.3,34.6,140
2023-12-07 16:38:42.456,21.3,34.6,145
2023-12-07 16:38:41.449,21.3,34.6,149
2023-12-07 16:38:40.449,21.3,34.6,152
2023-12-07 16:38:39.441,21.3,34.6,139
2023-12-07 16:38:38.437,21.3,34.6,139
2023-12-07 16:38:37.430,21.3,34.6,139
2023-12-07 16:38:36.430,21.3,34.6,139
2023-12-07 16:38:35.423,21.3,34.6,139
2023-12-07 16:38:34.423,21.3,34.6,140
2023-12-07 16:38:33.415,21.3,34.6,143
2023-12-07 16:38:32.416,21.3,34.6,143
2023-12-07 16:38:31.408,21.3,34.6,143
2023-12-07 16:38:30.404,21.3,34.6,144
2023-12-07 16:38:29.401,21.3,34.6,143
2023-12-07 16:38:28.397,21.3,34.6,143
2023-12-07 16:38:27.389,21.3,34.6,144
2023-12-07 16:38:26.390,21.3,34.6,144
2023-12-07 16:38:25.383,21.3,34.6,145
2023-12-07 16:38:24.383,21.3,34.6,144
2023-12-07 16:38:23.375,21.3,34.7,144
2023-12-07 16:38:22.376,21.3,34.7,144
2023-12-07 16:38:21.368,21.3,34.7,144
2023-12-07 16:38:20.364,21.3,34.7,144
2023-12-07 16:38:19.357,21.3,34.6,145
2023-12-07 16:38:18.357,21.3,34.6,152
2023-12-07 16:38:17.349,21.3,34.6,149
2023-12-07 16:38:16.349,21.3,34.6,152
2023-12-07 16:38:15.341,21.3,34.6,153
2023-12-07 16:38:14.341,21.3,34.6,154
2023-12-07 16:38:13.334,21.3,34.7,152
2023-12-07 16:38:12.330,21.3,34.7,154
2023-12-07 16:38:11.323,21.3,34.6,164
2023-12-07 16:38:10.323,21.3,34.6,155
2023-12-07 16:38:09.315,21.3,34.7,155
2023-12-07 16:38:08.316,21.3,34.7,148
2023-12-07 16:38:07.308,21.2,34.5,145
2023-12-07 16:38:06.309,21.2,34.5,145
2023-12-07 16:38:05.301,21.3,34.7,145
2023-12-07 16:38:04.297,21.3,34.7,145
2023-12-07 16:38:03.290,21.3,34.7,145
2023-12-07 16:38:02.290,21.3,34.7,145
2023-12-07 16:38:01.283,21.2,34.5,145
2023-12-07 16:38:00.283,21.2,34.5,145
2023-12-07 16:37:59.275,21.3,34.7,145
2023-12-07 16:37:58.276,21.3,34.7,147
2023-12-07 16:37:57.268,21.3,34.7,148
2023-12-07 16:37:56.264,21.3,34.7,147
2023-12-07 16:37:55.257,21.3,34.7,148
2023-12-07 16:37:54.257,21.3,34.7,146
2023-12-07 16:37:53.250,21.3,34.7,148
2023-12-07 16:37:52.250,21.3,34.7,149
2023-12-07 16:37:51.242,21.3,34.7,149
2023-12-07 16:37:50.243,21.3,34.7,149
2023-12-07 16:37:49.235,21.3,34.7,149
2023-12-07 16:37:48.231,21.3,34.7,149
2023-12-07 16:37:47.224,21.3,34.7,145
2023-12-07 16:37:46.224,21.3,34.7,147
2023-12-07 16:37:45.217,21.3,34.7,148
2023-12-07 16:37:44.217,21.3,34.7,150
2023-12-07 16:37:43.209,21.2,34.6,149
2023-12-07 16:37:42.209,21.2,34.6,150
2023-12-07 16:37:41.202,21.2,34.6,153
2023-12-07 16:37:40.199,21.2,34.6,152
2023-12-07 16:37:39.190,21.3,34.7,151
2023-12-07 16:37:38.191,21.3,34.7,152
2023-12-07 16:37:37.183,21.3,34.7,152
2023-12-07 16:37:36.184,21.3,34.7,153
2023-12-07 16:37:35.176,21.2,34.6,152
2023-12-07 16:37:34.177,21.2,34.6,145
2023-12-07 16:37:33.169,21.2,34.6,149
2023-12-07 16:37:32.166,21.2,34.6,146
2023-12-07 16:37:31.158,21.2,34.5,145
2023-12-07 16:37:30.158,21.2,34.5,149
2023-12-07 16:37:29.151,21.2,34.6,144
2023-12-07 16:37:28.151,21.2,34.6,139
2023-12-07 16:37:27.143,21.2,34.6,149
2023-12-07 16:37:26.144,21.2,34.6,150
2023-12-07 16:37:25.136,21.2,34.6,151
2023-12-07 16:37:24.132,21.2,34.6,150
2023-12-07 16:37:23.125,21.2,34.5,151
2023-12-07 16:37:22.125,21.2,34.5,149
2023-12-07 16:37:21.118,21.2,34.5,149
2023-12-07 16:37:20.118,21.2,34.5,149
2023-12-07 16:37:19.110,21.2,34.5,149
2023-12-07 16:37:18.111,21.2,34.5,149
2023-12-07 16:37:17.103,21.2,34.5,149
2023-12-07 16:37:16.098,21.2,34.5,149
2023-12-07 16:37:15.091,21.2,34.5,149
2023-12-07 16:37:14.091,21.2,34.5,149
2023-12-07 16:37:13.083,21.2,34.5,149
2023-12-07 16:37:12.084,21.2,34.5,149
2023-12-07 16:37:11.076,21.2,34.5,149
2023-12-07 16:37:10.077,21.2,34.5,148
2023-12-07 16:37:09.069,21.2,34.5,148
2023-12-07 16:37:08.065,21.2,34.5,147
2023-12-07 16:37:07.062,21.2,34.5,147
2023-12-07 16:37:06.058,21.2,34.5,149
2023-12-07 16:37:05.050,21.2,34.5,149
2023-12-07 16:37:04.051,21.2,34.5,147
2023-12-07 16:37:03.043,21.2,34.5,138
2023-12-07 16:37:02.044,21.2,34.5,144
2023-12-07 16:37:01.036,21.2,34.5,145
2023-12-07 16:37:00.032,21.2,34.5,145
2023-12-07 16:36:59.029,21.2,34.5,143
2023-12-07 16:36:58.025,21.2,34.5,144
2023-12-07 16:36:57.018,21.2,34.5,144
2023-12-07 16:36:56.018,21.2,34.5,144
2023-12-07 16:36:55.010,21.2,34.5,144
2023-12-07 16:36:54.011,21.2,34.5,143
2023-12-07 16:36:53.003,21.2,34.5,143
2023-12-07 16:36:52.004,21.2,34.5,144
2023-12-07 16:36:50.996,21.2,34.5,145
2023-12-07 16:36:49.992,21.2,34.5,145
2023-12-07 16:36:48.984,21.2,34.5,145
2023-12-07 16:36:47.985,21.2,34.5,144
2023-12-07 16:36:46.977,21.2,34.5,144
2023-12-07 16:36:45.978,21.2,34.5,146
2023-12-07 16:36:44.970,21.2,34.5,148
2023-12-07 16:36:43.970,21.2,34.5,159
2023-12-07 16:36:42.963,21.2,34.5,149
2023-12-07 16:36:41.959,21.2,34.5,146
2023-12-07 16:36:40.952,21.2,34.5,146
2023-12-07 16:36:39.952,21.2,34.5,147
2023-12-07 16:36:38.944,21.2,34.5,148
2023-12-07 16:36:37.945,21.2,34.5,148
2023-12-07 16:36:36.937,21.2,34.5,147
2023-12-07 16:36:35.938,21.2,34.5,146
2023-12-07 16:36:34.930,21.2,34.5,146
2023-12-07 16:36:33.926,21.2,34.5,146
2023-12-07 16:36:32.919,21.2,34.5,146
2023-12-07 16:36:31.919,21.2,34.5,146
2023-12-07 16:36:30.911,21.2,34.5,146
2023-12-07 16:36:29.912,21.2,34.5,146
2023-12-07 16:36:28.904,21.2,34.5,146
2023-12-07 16:36:27.905,21.2,34.5,145
2023-12-07 16:36:26.897,21.2,34.5,145
2023-12-07 16:36:25.893,21.2,34.5,145
2023-12-07 16:36:24.889,21.2,34.5,145
2023-12-07 16:36:23.886,21.2,34.5,147
2023-12-07 16:36:22.879,21.2,34.5,149
2023-12-07 16:36:21.879,21.2,34.5,147
2023-12-07 16:36:20.871,21.2,34.5,147
2023-12-07 16:36:19.872,21.2,34.5,147
2023-12-07 16:36:18.864,21.2,34.5,147
2023-12-07 16:36:17.860,21.2,34.5,147
2023-12-07 16:36:16.857,21.2,34.5,147
2023-12-07 16:36:15.852,21.2,34.5,147
2023-12-07 16:36:14.845,21.2,34.5,147
2023-12-07 16:36:13.845,21.2,34.5,147
2023-12-07 16:36:12.837,21.2,34.5,146
2023-12-07 16:36:11.838,21.2,34.5,147
2023-12-07 16:36:10.830,21.2,34.4,146
2023-12-07 16:36:09.826,21.2,34.4,147
2023-12-07 16:36:08.823,21.2,34.5,146
2023-12-07 16:36:07.819,21.2,34.5,146
2023-12-07 16:36:06.811,21.2,34.5,146
2023-12-07 16:36:05.812,21.2,34.5,147
2023-12-07 16:36:04.804,21.2,34.5,147
2023-12-07 16:36:03.805,21.2,34.5,146
2023-12-07 16:36:02.797,21.2,34.5,146
2023-12-07 16:36:01.797,21.2,34.5,146
2023-12-07 16:36:00.790,21.2,34.5,147
2023-12-07 16:35:59.786,21.2,34.5,146
2023-12-07 16:35:58.779,21.2,34.5,150
2023-12-07 16:35:57.779,21.2,34.5,151
2023-12-07 16:35:56.771,21.2,34.6,150
2023-12-07 16:35:55.772,21.2,34.6,150
2023-12-07 16:35:54.764,21.2,34.6,151
2023-12-07 16:35:53.765,21.2,34.6,152
2023-12-07 16:35:52.757,21.2,34.6,152
2023-12-07 16:35:51.753,21.2,34.6,154
2023-12-07 16:35:50.746,21.2,34.6,153
2023-12-07 16:35:49.746,21.2,34.6,152
2023-12-07 16:35:48.738,21.2,34.6,153
2023-12-07 16:35:47.739,21.2,34.6,155
2023-12-07 16:35:46.731,21.2,34.7,156
2023-12-07 16:35:45.732,21.2,34.7,152
2023-12-07 16:35:44.724,21.2,34.7,150
2023-12-07 16:35:43.720,21.2,34.7,152
2023-12-07 16:35:42.713,21.2,34.8,153
2023-12-07 16:35:41.713,21.2,34.8,149
2023-12-07 16:35:40.705,21.2,34.8,149
2023-12-07 16:35:39.706,21.2,34.8,148
2023-12-07 16:35:38.698,21.2,34.9,149
2023-12-07 16:35:37.699,21.2,34.9,148
2023-12-07 16:35:36.691,21.2,34.9,148
2023-12-07 16:35:35.687,21.2,34.9,147
2023-12-07 16:35:34.684,21.3,35.1,145
2023-12-07 16:35:33.680,21.3,35.1,145
2023-12-07 16:35:32.673,21.3,35.2,146
2023-12-07 16:35:31.673,21.3,35.2,146
2023-12-07 16:35:30.665,21.3,35.2,146
2023-12-07 16:35:29.665,21.3,35.2,147
2023-12-07 16:35:28.658,21.2,35.3,149
